id,sender,pubTime,title,startTime,endTime,status,level,severity,severityColor,type,typeName,urgency,certainty,text,related
10119050420250102222311676084809,如东县气象台,2025-01-02T22:23+08:00,如东县气象台发布大雾橙色预警,2025-01-02T22:23+08:00,2025-01-03T10:23+08:00,active,橙色,Severe,Orange,1017,大雾,,,如东县气象台2025年01月02日22时19分发布大雾橙色预警信号：目前我县洋口、苴镇、新店等地区能见度较低，预计今天半夜到明晨我县洋口、苴镇、新店、掘港、城中等大部分镇（区、街道）将出现能见度不足200米的强浓雾，局地小于50米的特强浓雾，明天上午9时前后大雾消散。能见度较低，县应急局（县减灾办）、县气象局提醒注意防范。,
10119050420250103051637416338395,南通市气象台,2025-01-03T05:16+08:00,南通市气象台发布大雾橙色预警,2025-01-03T05:16+08:00,2025-01-03T17:16+08:00,active,橙色,Severe,Orange,1017,大雾,,,南通市气象台2025年01月03日05时16分发布大雾橙色预警信号。目前海安、如东、通州已经出现能见度200米以下的强浓雾，预计今天早晨前后上述地区强浓雾仍将持续，其它地区将可能出现能见度500米以下的浓雾、局部200米以下的强浓雾，上午9时左右大雾逐渐消散。市应急局、市气象局提醒注意防范。,
10120040120250103173230275108343,孝感市气象台,2025-01-03T17:32+08:00,孝感市气象台发布霾黄色预警,2025-01-03T17:32+08:00,2025-01-04T17:32+08:00,active,黄色,Moderate,Yellow,1019,霾,,,孝感市气象台2025年01月03日17时32分发布霾黄色预警信号：目前，我市大部地区已出现轻到中度霾，预计今天傍晚到夜间仍将持续，请注意防范。,
10120040120250104073000497765170,孝感市气象台,2025-01-04T07:30+08:00,孝感市气象台发布霾黄色预警,2025-01-04T07:29+08:00,2025-01-05T07:29+08:00,active,黄色,Moderate,Yellow,1019,霾,,,孝感市气象台2025年01月04日07时29分发布霾黄色预警信号：目前，我市大部地区已出现中到重度霾，预计今天有小雨，但降水对污染物清除作用有限，霾天气仍将持续，请注意防范。,
10120040120250104210750851546795,孝感市气象台,2025-01-04T21:07+08:00,孝感市气象台发布大雾黄色预警,2025-01-04T21:07+08:00,2025-01-05T21:07+08:00,active,黄色,Moderate,Yellow,1017,大雾,,,孝感市气象台2025年01月04日21时07分发布大雾黄色预警信号：预计今天夜间至明天上午，我市大部分地区将出现能见度小于500米，局地小于200米的雾，请注意防范。,
10131020520250105162108051750124,儋州市气象台,2025-01-05T16:21+08:00,儋州市气象台发布寒冷橙色预警,2025-01-05T16:21+08:00,2025-01-06T16:21+08:00,active,橙色,Severe,Orange,1034,寒冷,,,儋州市气象台2025年01月05日16时21分发布寒冷橙色预警信号：因北方冷空气侵袭，我市东成镇、大成镇、光村镇、排浦镇、王五镇、中和镇5日23时到6日08时最低气温将下降到10℃以下，建议有关单位和人员做好防范工作。,
10130110120250108212514623806287,钦州市气象台,2025-01-08T21:25+08:00,钦州市气象台发布大风蓝色预警信号,2025-01-08T21:25+08:00,2025-01-09T21:25+08:00,active,蓝色,Minor,Blue,1006,大风,,,钦州市气象台1月8日21时25分发布钦州港片区、钦南区大风蓝色预警信号：受冷空气影响，预计未来24小时钦州港片区、钦南区沿海及北部湾海面有5到6级、阵风7到8级的偏北大风，请注意防范。,
10130110120250109213000498569113,钦州市气象台,2025-01-09T21:30+08:00,钦州市气象台更新大风蓝色预警信号,2025-01-09T21:30+08:00,2025-01-10T21:30+08:00,update,蓝色,Minor,Blue,1006,大风,,,钦州市气象台2025年1月9日21时30分继续发布钦州港片区、钦南区大风蓝色预警信号：受冷空气影响，预计未来24小时钦州港片区、钦南区沿海及北部湾海面仍有6级、阵风7到8级的偏北大风，请注意防范。,10130110120250108212514623806287
10130110120250110213519642565039,钦州市气象台,2025-01-10T21:35+08:00,钦州市气象台更新大风蓝色预警信号,2025-01-10T21:35+08:00,2025-01-11T21:35+08:00,update,蓝色,Minor,Blue,1006,大风,,,钦州市气象台2025年1月10日21时35分继续发布钦州港片区、钦南区大风蓝色预警信号：受冷空气影响，预计未来24小时钦州港片区、钦南区沿海及北部湾海面仍有6级、阵风7到8级的偏北大风，请注意防范。,10130110120250108212514623806287
10131020520250111071500456006460,海南省气象局,2025-01-11T07:15+08:00,海南省气象局发布寒冷蓝色预警,2025-01-11T07:15+08:00,2025-01-12T07:15+08:00,active,蓝色,Minor,Blue,1034,寒冷,,,海南省气象局2025年01月11日07时20分发布寒冷四级预警：受强冷空气影响，预计11日夜间到12日，海口、定安、屯昌、澄迈、临高、儋州、白沙、琼中和五指山9个市县的大部分乡镇最低气温将降至10℃及以下，请有关单位和人员做好防范工作。,
10131020520250111085547761241094,儋州市气象台,2025-01-11T08:55+08:00,儋州市气象台发布寒冷橙色预警,2025-01-11T08:55+08:00,2025-01-12T08:55+08:00,active,橙色,Severe,Orange,1034,寒冷,,,儋州市气象台2025年01月11日08时55分发布寒冷橙色预警信号：因北方冷空气侵袭，我市光村镇、东成镇、新州镇、王五镇、排浦镇、那大镇、大成镇、和庆镇、兰洋镇、南丰镇11日23时到12日08时最低气温将下降到10℃以下，建议有关单位和人员做好防范工作。,
10131020520250111164800810366585,海南省气象局,2025-01-11T16:48+08:00,海南省气象局发布寒冷蓝色预警,2025-01-11T16:47+08:00,2025-01-12T16:47+08:00,update,蓝色,Minor,Blue,1034,寒冷,,,海南省气象局2025年01月11日16时50分继续发布寒冷四级预警：受强冷空气影响，预计11日夜间到12日，海口、定安、屯昌、澄迈、临高、儋州、白沙、琼中和五指山9个市县的大部分乡镇最低气温将降至10℃及以下，请有关单位和人员做好防范工作。,10131020520250111071500456006460
